city,fengxiang,yWendu,tianqi,bWendu,fengli,ymd
惠州,无持续风向,9℃,多云,16℃,微风,2015-02-06
惠州,无持续风向,11℃,多云,18℃,微风,2015-02-07
惠州,无持续风向,11℃,多云,19℃,微风,2015-02-08
惠州,无持续风向,9℃,多云,19℃,微风,2015-02-09
惠州,无持续风向,10℃,多云,20℃,微风,2015-02-10
惠州,无持续风向,11℃,多云,19℃,微风,2015-02-11
惠州,无持续风向,10℃,多云,23℃,微风,2015-02-12
惠州,无持续风向,12℃,多云,24℃,微风,2015-02-13
惠州,无持续风向,14℃,多云~小雨,23℃,微风,2015-02-14
惠州,无持续风向,16℃,小雨,22℃,微风,2015-02-15
郑州,无持续风向,1℃,晴~阴,14℃,微风,2015-02-24
郑州,无持续风向,3℃,晴~阴,15℃,微风,2015-02-25
郑州,无持续风向,2℃,多云~小雨,12℃,微风,2015-02-26
郑州,东北风,0℃,雨夹雪~小雪,5℃,3-4级,2015-02-27
郑州,无持续风向,1℃,多云~晴,6℃,微风,2015-02-28
惠州,无持续风向,17℃,多云,24℃,微风,2015-02-16
惠州,无持续风向,16℃,多云~阴,25℃,微风,2015-02-17
惠州,无持续风向,15℃,多云,25℃,微风,2015-02-18
惠州,无持续风向,16℃,阴,22℃,微风,2015-02-19
惠州,无持续风向,16℃,阴,22℃,微风,2015-02-20
惠州,无持续风向,18℃,阴~小雨,24℃,微风,2015-02-21
惠州,无持续风向,18℃,多云~小雨,25℃,微风,2015-02-22
惠州,无持续风向,17℃,小雨,23℃,微风,2015-02-23
惠州,无持续风向,17℃,小雨,22℃,微风,2015-02-24
惠州,无持续风向,19℃,小雨~多云,25℃,微风,2015-02-25
惠州,无持续风向,18℃,多云~阴,26℃,微风,2015-02-26
惠州,无持续风向,18℃,阴,26℃,微风,2015-02-27
惠州,无持续风向,16℃,阴~小雨,25℃,微风,2015-02-28
邢台,南风,-4℃,霾~阴,3℃,微风,2015-02-01
邢台,南风,-5℃,霾,4℃,微风,2015-02-02
邢台,北风,-3℃,霾~晴,4℃,微风~3-4级,2015-02-03
邢台,北风,-3℃,晴,7℃,3-4级,2015-02-04
邢台,南风,-3℃,晴,8℃,微风,2015-02-05
邢台,南风~北风,-2℃,多云,8℃,微风,2015-02-06
邢台,北风,-5℃,多云~晴,6℃,4-5级~3-4级,2015-02-07
邢台,南风,-4℃,晴,4℃,微风,2015-02-08
邢台,南风,-2℃,晴~多云,9℃,微风,2015-02-09
邢台,北风,1℃,晴~多云,12℃,3级,2015-02-10
邢台,北风,-1℃,晴,11℃,微风,2015-02-11
邢台,南风,-2℃,多云,7℃,微风,2015-02-12
邢台,南风,1℃,晴,14℃,微风,2015-02-13
邢台,南风~北风,2℃,晴~多云,17℃,3-4级~微风,2015-02-14
邢台,北风,4℃,多云~晴,11℃,3-4级~微风,2015-02-15
邢台,南风~北风,0℃,晴,14℃,微风~3-4级,2015-02-16
邢台,北风,1℃,晴,11℃,微风,2015-02-17
邢台,北风,0℃,多云,10℃,微风,2015-02-18
邢台,南风,2℃,霾~小雨,7℃,3-4级~微风,2015-02-19
邢台,北风~南风,-1℃,雨夹雪~阴,2℃,微风,2015-02-20
邢台,北风,-2℃,多云~晴,10℃,3-4级,2015-02-21
邢台,北风,-1℃,晴~多云,9℃,3-4级~微风,2015-02-22
邢台,北风~南风,-1℃,晴,8℃,微风,2015-02-23
邢台,南风,-1℃,雾~多云,9℃,微风,2015-02-24
邢台,北风,-2℃,晴,11℃,3-4级~微风,2015-02-25
邢台,北风,-1℃,晴~多云,7℃,微风,2015-02-26
邢台,北风,0℃,雨夹雪~小雪,4℃,微风,2015-02-27
邢台,北风,0℃,多云~晴,7℃,微风,2015-02-28
杭州,东北风,2℃,雨夹雪~小雨,5℃,3-4级~微风,2015-02-01
杭州,东北风,2℃,小雨,5℃,微风,2015-02-02
杭州,东北风,3℃,阴~小雨,6℃,微风,2015-02-03
杭州,北风,0℃,多云~晴,10℃,3-4级,2015-02-04
杭州,北风,0℃,晴~多云,9℃,3-4级,2015-02-05
杭州,东北风,0℃,多云,10℃,微风,2015-02-06
杭州,南风~北风,1℃,晴~阴,12℃,微风~4-5级,2015-02-07
杭州,北风,-2℃,多云~晴,8℃,4-5级~3-4级,2015-02-08
杭州,东北风,-1℃,晴,8℃,3-4级~微风,2015-02-09
杭州,东南风,1℃,晴~多云,12℃,3级,2015-02-10
杭州,西风,3℃,晴,16℃,微风,2015-02-11
杭州,北风,4℃,晴~多云,16℃,微风,2015-02-12
杭州,东风,6℃,晴,19℃,微风,2015-02-13
杭州,南风,6℃,多云~小雨,21℃,3-4级~微风,2015-02-14
杭州,无持续风向,12℃,小雨~阴,19℃,微风,2015-02-15
杭州,北风,6℃,多云,18℃,微风,2015-02-16
杭州,东北风,4℃,多云~晴,15℃,微风~3-4级,2015-02-17
杭州,北风,2℃,晴,15℃,3-4级,2015-02-18
杭州,东北风,6℃,多云~阴,12℃,微风,2015-02-19
杭州,东南风,7℃,小雨~中雨,13℃,微风,2015-02-20
杭州,北风,7℃,小雨~阴,12℃,微风,2015-02-21
杭州,东北风,6℃,小雨,13℃,微风,2015-02-22
杭州,东风,6℃,小雨,9℃,微风,2015-02-23
杭州,东风,7℃,阴~小雨,11℃,微风,2015-02-24
杭州,北风,8℃,小雨~中雨,11℃,微风,2015-02-25
聊城,南风,-5℃,多云,5℃,微风,2015-02-01
聊城,南风,-4℃,晴~多云,6℃,微风,2015-02-02
聊城,北风,-5℃,多云~晴,6℃,微风,2015-02-03
聊城,北风,-5℃,晴,5℃,3-4级~微风,2015-02-04
聊城,北风,-4℃,晴,6℃,微风,2015-02-05
聊城,北风,-4℃,多云~晴,7℃,微风,2015-02-06
杭州,东北风,5℃,小雨~小到中雨,10℃,微风,2015-02-26
杭州,东风,5℃,中雨,7℃,3-4级,2015-02-27
杭州,北风,3℃,大雨~小到中雨,6℃,3-4级,2015-02-28
聊城,北风,-8℃,多云~晴,5℃,3-4级~微风,2015-02-07
聊城,北风~南风,-7℃,晴,2℃,微风,2015-02-08
聊城,南风,-2℃,晴,7℃,3-4级,2015-02-09
聊城,南风,-2℃,晴,12℃,3-4级,2015-02-10
聊城,南风~北风,-4℃,多云~晴,9℃,微风~3-4级,2015-02-11
聊城,南风,-3℃,晴~多云,10℃,微风,2015-02-12
聊城,南风,-4℃,晴,11℃,微风~3-4级,2015-02-13
聊城,南风,6℃,多云~小雨,17℃,3-4级~微风,2015-02-14
聊城,北风,1℃,小雨~多云,10℃,微风~3-4级,2015-02-15
聊城,北风,-1℃,晴,12℃,微风,2015-02-16
聊城,北风,-3℃,晴,11℃,微风~3-4级,2015-02-17
聊城,南风,-3℃,晴,11℃,微风,2015-02-18
聊城,南风,0℃,多云~阴,9℃,3-4级,2015-02-19
聊城,南风~北风,1℃,小雨,5℃,微风,2015-02-20
聊城,北风,-3℃,阴~多云,11℃,微风~3-4级,2015-02-21
聊城,北风~南风,-4℃,多云~晴,8℃,3-4级~微风,2015-02-22
日照,北风~南风,-3℃,多云,3℃,3-4级,2015-02-01
日照,南风~北风,-2℃,晴~多云,5℃,3-4级,2015-02-02
日照,西北风,0℃,多云,6℃,3-4级~4-5级,2015-02-03
日照,西北风,-3℃,晴,5℃,4-5级~3-4级,2015-02-04
日照,北风~西北风,-3℃,晴~多云,6℃,4-5级~3-4级,2015-02-05
日照,西南风~西北风,0℃,多云,7℃,3-4级,2015-02-06
日照,北风,-5℃,多云~晴,7℃,4-5级,2015-02-07
日照,北风~西南风,-5℃,晴~多云,2℃,3-4级,2015-02-08
日照,西南风,-4℃,晴,6℃,3-4级~4-5级,2015-02-09
日照,西南风,-1℃,晴,9℃,3-4级,2015-02-10
日照,东北风,-2℃,晴,9℃,4-5级,2015-02-11
日照,北风~南风,-1℃,晴~多云,7℃,3-4级,2015-02-12
日照,南风,0℃,晴~多云,9℃,3-4级,2015-02-13
日照,南风,4℃,多云~小雨,12℃,4-5级~3-4级,2015-02-14
聊城,南风,-3℃,晴~多云,9℃,微风~3-4级,2015-02-23
聊城,南风,1℃,晴~多云,13℃,3-4级,2015-02-24
聊城,北风,-3℃,多云~晴,9℃,4-5级~3-4级,2015-02-25
聊城,南风,-3℃,晴,9℃,微风,2015-02-26
聊城,南风,0℃,多云~雨夹雪,7℃,3-4级,2015-02-27
聊城,北风,-3℃,阴~多云,6℃,3-4级,2015-02-28
日照,南风~北风,5℃,小雨~多云,9℃,3-4级~4-5级,2015-02-15
日照,西北风,0℃,晴~多云,13℃,4-5级~3-4级,2015-02-16
日照,北风,-1℃,晴,13℃,3-4级,2015-02-17
日照,北风,-3℃,晴~多云,8℃,3-4级,2015-02-18
日照,东风~东南风,0℃,晴~多云,6℃,3-4级,2015-02-19
日照,东南风~北风,3℃,小雨,5℃,3-4级,2015-02-20
日照,北风~西北风,0℃,多云,11℃,3-4级~4-5级,2015-02-21
日照,北风~南风,-1℃,多云,7℃,4-5级~3-4级,2015-02-22
日照,北风~南风,0℃,晴~多云,7℃,3-4级,2015-02-23
日照,南风,3℃,多云,9℃,3-4级,2015-02-24
潍坊,南风,-7℃,晴~多云,4℃,3-4级,2015-02-01
潍坊,南风,-5℃,晴,6℃,3-4级,2015-02-02
潍坊,北风,-3℃,多云,5℃,3-4级,2015-02-03
潍坊,北风,-5℃,多云~晴,4℃,3-4级,2015-02-04
潍坊,北风,-5℃,多云~晴,4℃,3-4级,2015-02-05
潍坊,南风~北风,-3℃,多云,8℃,3-4级,2015-02-06
潍坊,南风~北风,-7℃,多云~晴,3℃,3-4级,2015-02-07
潍坊,北风~南风,-7℃,晴,1℃,3-4级,2015-02-08
潍坊,南风,-5℃,晴,8℃,3-4级,2015-02-09
潍坊,南风,-2℃,晴,13℃,3-4级,2015-02-10
潍坊,北风,-5℃,多云~晴,10℃,3-4级,2015-02-11
日照,西南风~北风,0℃,阴~多云,13℃,4-5级,2015-02-25
日照,东北风,0℃,晴~多云,7℃,4-5级~3-4级,2015-02-26
日照,东风,0℃,多云~雨夹雪,5℃,3-4级,2015-02-27
日照,东风~西北风,1℃,雨夹雪~多云,3℃,3-4级,2015-02-28
潍坊,北风~南风,-5℃,多云~晴,5℃,3-4级,2015-02-12
潍坊,南风,-3℃,晴,12℃,3-4级,2015-02-13
潍坊,南风~北风,3℃,多云,16℃,3-4级,2015-02-14
潍坊,北风,2℃,小雨~阴,10℃,3-4级,2015-02-15
潍坊,北风,-1℃,多云~晴,10℃,3-4级,2015-02-16
潍坊,北风,-3℃,晴,9℃,3-4级,2015-02-17
潍坊,北风~南风,-5℃,晴~多云,8℃,3-4级,2015-02-18
潍坊,北风~南风,-1℃,晴~多云,7℃,3-4级,2015-02-19
潍坊,南风~北风,2℃,小雨,7℃,3-4级,2015-02-20
潍坊,北风,-3℃,阴~多云,11℃,3-4级,2015-02-21
潍坊,北风,-4℃,多云~晴,6℃,3-4级,2015-02-22
潍坊,北风~南风,-3℃,晴,8℃,微风,2015-02-23
太原,无持续风向,-9℃,多云,2℃,微风,2015-02-01
太原,无持续风向~西北风,-9℃,多云,4℃,微风~3-4级,2015-02-02
太原,西北风,-11℃,多云~晴,3℃,微风~4-5级,2015-02-03
太原,西北风,-9℃,晴,3℃,3-4级~微风,2015-02-04
太原,无持续风向~西北风,-9℃,晴,5℃,微风,2015-02-05
太原,无持续风向~西北风,-9℃,多云~晴,5℃,微风~3-4级,2015-02-06
太原,西北风,-12℃,晴,3℃,4-5级~3-4级,2015-02-07
太原,西北风,-10℃,晴,2℃,3-4级~微风,2015-02-08
太原,西北风~无持续风向,-10℃,晴,6℃,微风,2015-02-09
太原,无持续风向,-7℃,晴,8℃,微风,2015-02-10
潍坊,南风,0℃,晴~小雨,12℃,3-4级,2015-02-24
潍坊,北风,-3℃,阴~多云,10℃,3-4级,2015-02-25
潍坊,北风,-3℃,晴~多云,7℃,3-4级,2015-02-26
潍坊,东风,-2℃,多云,5℃,3-4级,2015-02-27
潍坊,南风~北风,0℃,雨夹雪~多云,5℃,微风,2015-02-28
太原,无持续风向,-7℃,多云~晴,8℃,微风,2015-02-11
太原,无持续风向,-7℃,晴,9℃,微风,2015-02-12
太原,西北风~无持续风向,-8℃,晴,11℃,微风,2015-02-13
太原,无持续风向,-5℃,晴~多云,14℃,微风,2015-02-14
太原,西北风,-7℃,晴,10℃,3-4级,2015-02-15
太原,无持续风向,-6℃,晴,12℃,微风,2015-02-16
太原,北风~无持续风向,-6℃,晴,10℃,微风,2015-02-17
太原,无持续风向~西南风,-1℃,晴~阴,10℃,微风~3-4级,2015-02-18
太原,无持续风向,-1℃,小雨~雨夹雪,5℃,微风,2015-02-19
太原,无持续风向~西北风,-3℃,小雪~晴,5℃,微风,2015-02-20
太原,西北风,-9℃,晴,5℃,4-5级,2015-02-21
太原,西北风~无持续风向,-10℃,晴,5℃,3-4级~微风,2015-02-22
太原,无持续风向,-7℃,多云~晴,8℃,微风,2015-02-23
北京,无持续风向,-6℃,多云,2℃,微风,2015-02-01
北京,无持续风向,-5℃,霾,3℃,微风,2015-02-02
北京,北风,-2℃,霾~晴,8℃,4-5级,2015-02-03
北京,北风,-3℃,多云~晴,6℃,4-5级,2015-02-04
北京,无持续风向,-4℃,晴,8℃,微风,2015-02-05
北京,无持续风向~北风,-1℃,多云~阴,9℃,微风~3-4级,2015-02-06
北京,北风,-7℃,多云~晴,4℃,5-6级~4-5级,2015-02-07
北京,无持续风向,-6℃,晴,3℃,微风,2015-02-08
北京,无持续风向,-4℃,晴,7℃,微风,2015-02-09
太原,西北风,-7℃,晴~多云,10℃,微风,2015-02-24
太原,西北风,-7℃,晴~多云,5℃,4-5级~3-4级,2015-02-25
太原,西北风~无持续风向,-5℃,多云~小雪,6℃,3-4级~微风,2015-02-26
太原,无持续风向~西北风,-4℃,中雪~小雪,1℃,微风~3-4级,2015-02-27
太原,北风~无持续风向,-7℃,多云~晴,3℃,3-4级~微风,2015-02-28
北京,无持续风向,-2℃,多云,11℃,微风,2015-02-10
北京,无持续风向,-4℃,晴,10℃,微风,2015-02-11
北京,无持续风向,-5℃,多云~晴,8℃,微风,2015-02-12
北京,无持续风向,-3℃,晴,10℃,微风,2015-02-13
北京,无持续风向,0℃,霾~多云,11℃,微风,2015-02-14
莱芜,南风,-5℃,多云,3℃,3-4级,2015-02-01
莱芜,南风~北风,-5℃,多云,5℃,微风,2015-02-02
莱芜,南风~北风,-4℃,多云,5℃,3-4级,2015-02-03
莱芜,北风,-5℃,晴,4℃,3-4级,2015-02-04
莱芜,北风~南风,-4℃,晴~多云,4℃,3-4级,2015-02-05
北京,无持续风向,-2℃,霾,8℃,微风,2015-02-15
北京,北风,0℃,晴,12℃,4-5级~3-4级,2015-02-16
北京,北风~无持续风向,-2℃,晴,12℃,3-4级~微风,2015-02-17
北京,无持续风向,-2℃,晴~霾,10℃,微风,2015-02-18
北京,无持续风向,-1℃,霾~阴,8℃,微风,2015-02-19
北京,无持续风向,-1℃,小到中雪,2℃,微风,2015-02-20
北京,北风,-3℃,雾~晴,8℃,5-6级,2015-02-21
北京,北风~无持续风向,-5℃,晴,5℃,4-5级~微风,2015-02-22
北京,无持续风向,-6℃,晴,6℃,微风,2015-02-23
北京,无持续风向~北风,-1℃,霾~小雪,5℃,微风~4-5级,2015-02-24
北京,北风,-4℃,晴,6℃,4-5级~3-4级,2015-02-25
北京,北风~无持续风向,-5℃,晴,5℃,3-4级~微风,2015-02-26
莱芜,南风~北风,-5℃,多云,7℃,3-4级,2015-02-06
莱芜,北风,-8℃,多云~晴,5℃,3-4级~4-5级,2015-02-07
莱芜,北风~南风,-7℃,晴,1℃,3-4级,2015-02-08
莱芜,南风,-5℃,晴,6℃,微风,2015-02-09
莱芜,南风,0℃,晴~多云,10℃,3-4级,2015-02-10
莱芜,北风,-3℃,多云,10℃,3-4级,2015-02-11
莱芜,北风~南风,-3℃,晴~多云,8℃,3-4级,2015-02-12
莱芜,南风,-1℃,晴,11℃,微风,2015-02-13
莱芜,南风,3℃,多云~小雨,16℃,3-4级,2015-02-14
莱芜,南风~北风,2℃,小雨~多云,9℃,3-4级,2015-02-15
泰安,南风,-6℃,多云,4℃,微风,2015-02-01
泰安,南风,-6℃,多云,5℃,微风,2015-02-02
北京,无持续风向,-2℃,阴~小雪,3℃,微风,2015-02-27
北京,无持续风向~北风,-2℃,小雪~晴,3℃,微风~3-4级,2015-02-28
莱芜,北风,-1℃,多云~晴,11℃,微风,2015-02-16
莱芜,北风,-2℃,晴,12℃,3-4级,2015-02-17
莱芜,北风~南风,-3℃,晴,11℃,3-4级,2015-02-18
莱芜,南风,-2℃,晴~阴,10℃,微风,2015-02-19
莱芜,南风,2℃,小雨,6℃,3-4级,2015-02-20
莱芜,北风,-3℃,多云,11℃,微风~4-5级,2015-02-21
莱芜,北风,-3℃,多云,6℃,微风,2015-02-22
莱芜,南风,-2℃,多云,7℃,微风,2015-02-23
莱芜,南风~北风,2℃,多云~阴,11℃,3-4级,2015-02-24
莱芜,北风,-3℃,多云,10℃,3-4级,2015-02-25
莱芜,北风~南风,-3℃,晴~多云,7℃,3-4级,2015-02-26
莱芜,南风~北风,0℃,阴~雨夹雪,6℃,微风,2015-02-27
莱芜,北风,-2℃,阴~多云,5℃,微风,2015-02-28
泰安,北风,-4℃,多云~晴,6℃,微风~3-4级,2015-02-03
泰安,北风,-6℃,多云~晴,5℃,3-4级,2015-02-04
泰安,北风~南风,-6℃,晴~多云,5℃,3-4级,2015-02-05
泰安,南风,-7℃,多云,7℃,3-4级~微风,2015-02-06
泰安,北风,-8℃,多云~晴,6℃,3-4级,2015-02-07
泰安,北风~西风,-8℃,晴,2℃,3-4级,2015-02-08
泰安,南风,-8℃,晴,7℃,3-4级,2015-02-09
泰安,南风,-3℃,晴,10℃,3-4级,2015-02-10
泰安,北风,-4℃,晴~多云,11℃,3-4级,2015-02-11
泰安,北风~南风,-4℃,晴~多云,10℃,微风,2015-02-12
泰安,南风,-2℃,晴,12℃,微风~3-4级,2015-02-13
菏泽,东南风,-5℃,多云~晴,4℃,微风,2015-02-01
菏泽,东南风,-3℃,多云,6℃,微风,2015-02-02
菏泽,南风,-3℃,多云~晴,7℃,微风,2015-02-03
菏泽,北风,-4℃,多云,6℃,微风~3-4级,2015-02-04
菏泽,北风~南风,-3℃,晴~多云,7℃,微风,2015-02-05
菏泽,南风,-1℃,多云,9℃,微风~3-4级,2015-02-06
菏泽,北风,-5℃,多云~晴,7℃,3-4级,2015-02-07
菏泽,南风,-4℃,晴,4℃,微风~3-4级,2015-02-08
菏泽,南风,-2℃,晴,8℃,微风,2015-02-09
泰安,南风,1℃,多云~小雨,17℃,3-4级,2015-02-14
泰安,北风,3℃,小雨~多云,10℃,3-4级,2015-02-15
泰安,北风,-2℃,晴,13℃,微风,2015-02-16
泰安,北风,-2℃,晴,14℃,微风,2015-02-17
泰安,北风~南风,-4℃,晴,12℃,微风,2015-02-18
泰安,北风~南风,1℃,多云~阴,10℃,3-4级,2015-02-19
泰安,南风~北风,2℃,小雨,6℃,3-4级,2015-02-20
泰安,北风,-3℃,多云,11℃,3-4级,2015-02-21
泰安,北风,-5℃,多云,7℃,3-4级,2015-02-22
泰安,北风~南风,-3℃,多云,8℃,微风~3-4级,2015-02-23
泰安,南风,2℃,晴~多云,12℃,3-4级,2015-02-24
泰安,北风,-3℃,多云~晴,11℃,3-4级,2015-02-25
菏泽,西南风,1℃,晴,14℃,3级,2015-02-10
菏泽,北风,-3℃,晴,12℃,微风,2015-02-11
菏泽,东风,-1℃,晴~多云,12℃,微风,2015-02-12
菏泽,南风,-1℃,晴,14℃,微风,2015-02-13
菏泽,南风,4℃,多云~小雨,17℃,微风~3-4级,2015-02-14
菏泽,南风~北风,2℃,小雨~多云,14℃,微风,2015-02-15
菏泽,北风,1℃,雾~晴,14℃,微风,2015-02-16
菏泽,南风~北风,1℃,晴,16℃,微风,2015-02-17
菏泽,东风,0℃,晴,12℃,3-4级,2015-02-18
菏泽,东南风,3℃,多云~小雨,9℃,微风,2015-02-19
菏泽,东风,2℃,小雨,5℃,微风,2015-02-20
菏泽,西南风~北风,0℃,多云~晴,13℃,微风,2015-02-21
济南,南风,-4℃,晴~多云,5℃,微风,2015-02-01
济南,南风,-3℃,多云,6℃,微风,2015-02-02
济南,西南风,-3℃,多云,6℃,微风,2015-02-03
济南,北风,-4℃,晴,5℃,3-4级~微风,2015-02-04
济南,北风~南风,-2℃,晴,6℃,微风,2015-02-05
济南,南风,0℃,晴~多云,8℃,3-4级~微风,2015-02-06
济南,北风,-7℃,多云~晴,4℃,3-4级,2015-02-07
泰安,北风,-3℃,晴,9℃,3-4级,2015-02-26
泰安,南风,0℃,多云~雨夹雪,7℃,微风,2015-02-27
泰安,北风,-2℃,阴~晴,6℃,微风~3-4级,2015-02-28
菏泽,北风,-2℃,多云,8℃,微风,2015-02-22
菏泽,南风,-1℃,阴~多云,8℃,微风,2015-02-23
菏泽,南风,2℃,多云,14℃,微风~3-4级,2015-02-24
菏泽,北风~东北风,1℃,多云~晴,13℃,3-4级~微风,2015-02-25
菏泽,东北风~南风,2℃,晴~多云,12℃,微风~3-4级,2015-02-26
菏泽,东北风~东风,1℃,多云~雨夹雪,7℃,微风,2015-02-27
菏泽,南风,0℃,阴~多云,7℃,微风,2015-02-28
济南,北风~南风,-5℃,晴,2℃,微风,2015-02-08
济南,南风,0℃,晴,8℃,3-4级,2015-02-09
济南,南风,1℃,晴,12℃,3-4级,2015-02-10
济南,北风,-2℃,晴,9℃,3-4级~微风,2015-02-11
济南,东北风,-2℃,多云,8℃,微风,2015-02-12
济南,南风,1℃,晴,12℃,微风~3-4级,2015-02-13
济南,南风,8℃,多云~小雨,18℃,3-4级~微风,2015-02-14
济南,北风,2℃,小雨~多云,10℃,微风,2015-02-15
济南,北风,1℃,雾~晴,11℃,3-4级,2015-02-16
保定,南风,-3℃,晴,11℃,微风,2015-03-01
保定,西南风~西北风,-4℃,晴,15℃,微风~5-6级,2015-03-02
保定,北风,-6℃,晴,7℃,4-5级~3-4级,2015-03-03
保定,北风~南风,-6℃,晴,8℃,微风,2015-03-04
保定,南风,-3℃,晴,9℃,微风,2015-03-05
保定,南风,-1℃,晴,12℃,微风,2015-03-06
济南,东北风,0℃,晴,12℃,微风,2015-02-17
济南,北风~南风,-1℃,晴,11℃,微风,2015-02-18
济南,南风,1℃,晴~阴,9℃,微风,2015-02-19
济南,东南风,2℃,小雨,6℃,微风,2015-02-20
济南,南风~北风,-2℃,多云~晴,11℃,微风~3-4级,2015-02-21
济南,北风~南风,-2℃,晴~多云,7℃,微风,2015-02-22
济南,南风,-1℃,晴,8℃,微风~3-4级,2015-02-23
济南,南风~北风,3℃,晴~多云,13℃,3-4级,2015-02-24
济南,北风,-3℃,多云~晴,9℃,3-4级~微风,2015-02-25
济南,北风,0℃,晴,9℃,微风,2015-02-26
济南,东北风~南风,-1℃,多云~小雪,7℃,微风,2015-02-27
济南,南风,-1℃,阴~多云,6℃,微风,2015-02-28
保定,南风,1℃,霾,14℃,微风,2015-03-07
保定,北风,-4℃,多云~晴,12℃,3-4级~4-5级,2015-03-08
保定,北风,-8℃,晴,7℃,3-4级~微风,2015-03-09
保定,南风~北风,-4℃,晴,10℃,微风,2015-03-10
保定,北风~南风,-2℃,晴,12℃,微风,2015-03-11
保定,东北风~北风,-1℃,晴,14℃,微风,2015-03-12
保定,北风~南风,0℃,晴,13℃,微风,2015-03-13
保定,南风,1℃,多云~晴,14℃,微风,2015-03-14
保定,南风,3℃,晴,17℃,微风,2015-03-15
哈尔滨,西风,-17℃,多云~晴,-5℃,微风,2015-03-01
哈尔滨,南风~东南风,-13℃,晴~多云,-1℃,微风,2015-03-02
哈尔滨,北风,-13℃,多云,-3℃,3-4级~微风,2015-03-03
保定,南风~东北风,5℃,晴~多云,20℃,微风,2015-03-16
保定,东北风,4℃,多云,17℃,3-4级~微风,2015-03-17
保定,南风~北风,3℃,多云,14℃,微风,2015-03-18
